genre,budget_million,director_score,cast_popularity,runtime_minutes,release_month,marketing_spend,is_sequel,box_office_hit
Comedy,31.42,7.77,56.56,121,3,4.79,1,1
Drama,43.55,5.39,43.59,97,9,18.72,1,0
Action,60.24,3.96,60.06,144,10,2.06,0,0
Comedy,61.66,7.97,44.1,88,8,11.91,1,1
Romance,31.01,7.32,69.92,81,6,6.86,0,1
Drama,1.0,3.82,61.99,93,5,11.77,0,0
Action,1.0,9.37,18.18,150,12,5.07,1,0
Romance,48.6,6.91,22.32,139,3,2.56,0,0
Sci-Fi,55.49,6.8,40.87,166,5,7.03,0,0
Comedy,43.79,3.49,65.17,146,2,7.02,0,0
Comedy,51.05,3.54,60.25,113,5,11.46,0,0
Fantasy,98.03,8.25,100.0,117,1,21.44,0,1
Romance,35.11,7.24,76.95,117,6,9.3,1,1
Horror,60.95,9.24,52.55,174,4,9.29,1,1
Action,100.52,8.96,58.53,146,2,3.83,1,1
Sci-Fi,18.91,3.1,0.97,176,10,2.94,0,0
Sci-Fi,103.11,4.57,29.68,161,1,3.39,0,0
Thriller,79.13,3.96,17.53,166,2,8.95,1,0
Fantasy,40.69,2.49,77.21,119,8,10.3,0,0
Thriller,1.0,6.78,48.17,108,11,8.21,1,0
Sci-Fi,91.72,2.34,57.7,173,2,6.07,0,0
Thriller,103.11,6.55,27.41,92,4,7.96,0,0
Sci-Fi,29.16,8.85,36.77,101,4,13.62,1,1
Horror,104.99,5.56,38.14,117,6,0.0,0,0
Drama,1.0,8.94,71.31,168,10,13.43,0,1
Fantasy,58.75,7.94,78.45,126,1,10.95,0,1
Romance,44.67,5.19,26.8,120,9,13.66,1,0
Comedy,9.89,7.78,73.46,82,12,9.4,0,1
Sci-Fi,42.5,8.76,36.41,98,10,19.43,1,1
Drama,49.07,10.0,84.31,115,6,9.56,1,1
Action,14.31,6.47,51.14,84,12,12.01,1,0
Action,70.26,6.74,69.37,117,2,20.58,1,1
Fantasy,29.55,9.68,37.05,138,12,3.06,0,0
Romance,39.22,6.06,33.95,173,2,11.86,0,0
Romance,93.41,7.98,45.42,179,8,8.72,0,1
Drama,30.37,6.32,22.78,100,2,4.76,0,0
Comedy,1.0,7.3,36.2,114,8,12.4,1,0
Fantasy,42.45,2.9,17.81,92,11,6.11,0,0
Horror,53.27,8.05,59.49,120,11,8.02,1,1
Horror,42.76,5.15,78.33,138,2,13.38,1,1
Drama,75.81,9.48,67.68,125,6,14.57,0,1
Romance,62.01,3.81,58.8,174,6,7.24,1,0
Comedy,32.02,8.54,90.9,162,10,12.36,1,1
Thriller,70.89,7.62,35.88,110,7,8.38,0,0
Thriller,63.91,7.79,58.58,111,2,12.72,1,1
Fantasy,63.0,7.83,49.15,169,7,12.21,0,1
Horror,45.21,3.43,45.34,102,5,10.14,0,0
Sci-Fi,58.56,7.52,46.48,107,2,4.59,0,0
Fantasy,53.27,7.11,35.96,96,11,10.99,0,0
Romance,40.99,6.39,42.83,134,9,19.63,0,1
Action,64.38,4.58,56.27,127,5,17.73,0,1
Thriller,66.7,4.03,26.0,117,8,0.0,0,0
Thriller,66.71,4.62,77.84,124,7,6.82,1,1
Horror,68.51,4.46,53.5,171,10,2.82,1,0
Romance,1.0,7.15,54.96,116,12,0.0,1,0
Horror,77.13,5.99,63.0,168,8,10.79,0,1
Sci-Fi,21.08,6.04,61.45,102,4,10.64,1,0
Thriller,83.6,8.93,49.52,165,12,7.3,0,1
Thriller,9.19,6.61,46.62,129,7,13.5,1,0
Fantasy,97.46,7.16,52.75,99,10,3.84,1,1
Sci-Fi,1.0,7.81,60.01,90,8,5.52,0,0
Romance,59.7,8.3,23.5,113,1,5.77,1,0
Horror,39.03,8.6,72.52,156,2,7.66,1,1
Horror,63.9,7.02,63.64,115,10,6.01,1,1
Horror,101.76,7.47,15.04,82,12,6.22,0,0
Thriller,57.1,7.48,47.73,107,6,8.92,1,1
Sci-Fi,78.19,7.44,65.59,151,5,10.38,1,1
Fantasy,96.04,0.73,69.87,176,3,9.21,1,0
Horror,31.43,4.9,48.33,153,3,8.74,0,0
Drama,60.86,8.98,63.01,132,3,9.73,0,1
Romance,91.04,6.9,43.48,180,3,8.83,1,1
Action,60.58,8.56,73.7,87,3,13.85,0,1
Sci-Fi,32.41,6.1,78.79,164,9,7.7,0,1
Action,65.45,6.77,68.96,84,12,13.59,1,1
Sci-Fi,53.45,4.81,58.29,117,9,7.39,0,0
Comedy,65.28,6.71,70.1,124,1,11.83,0,1
Fantasy,34.15,7.82,38.75,130,12,9.91,0,0
Action,57.27,3.12,3.86,84,1,19.36,0,0
Romance,45.81,3.2,67.87,178,12,9.74,1,0
Drama,35.16,7.02,52.09,110,2,10.85,1,1
Comedy,89.29,8.62,47.38,121,3,17.2,0,1
Thriller,34.59,5.08,51.33,179,5,12.17,1,0
Thriller,27.34,4.65,32.3,134,5,8.15,0,0
Fantasy,14.41,4.24,15.18,103,5,16.2,0,0
Horror,48.06,6.45,47.59,157,8,10.06,0,0
Horror,45.43,5.37,56.49,98,5,1.49,1,0
Horror,71.66,8.72,80.41,132,6,14.72,0,1
Romance,13.06,5.12,61.4,120,4,5.92,1,0
Comedy,1.0,3.98,55.3,98,1,17.49,0,0
Drama,1.0,4.01,46.27,108,7,7.8,0,0
Romance,63.68,6.5,45.57,142,3,10.08,1,1
Thriller,81.04,6.27,59.19,138,10,16.92,1,1
Comedy,78.59,5.71,92.93,121,11,0.0,1,1
Romance,34.95,5.01,56.38,102,10,10.72,1,0
Sci-Fi,53.9,5.79,71.64,116,7,16.28,1,1
Romance,1.0,9.81,38.07,109,7,19.93,1,1
Action,98.54,2.06,71.39,116,7,2.65,1,0
Horror,84.7,4.72,31.5,167,5,10.04,0,0
Thriller,77.12,4.47,53.22,151,6,4.35,0,0
Comedy,23.07,4.55,69.62,141,10,9.9,0,0
Comedy,39.09,6.9,37.51,143,10,13.99,1,0
Sci-Fi,44.3,4.96,57.06,83,4,3.21,1,0
Comedy,101.01,3.58,26.11,128,4,5.77,1,0
Sci-Fi,80.0,4.37,44.18,112,7,7.57,1,0
Drama,44.39,6.46,27.48,116,8,12.51,1,0
Horror,67.54,6.46,24.97,153,2,5.23,0,0
Sci-Fi,22.65,6.62,68.19,90,6,6.22,0,0
Drama,8.46,4.38,19.24,92,4,7.43,1,0
Romance,47.94,4.92,61.83,87,5,11.42,1,0
Romance,15.88,6.38,57.57,159,12,0.62,0,0
Romance,1.0,7.55,34.81,127,4,8.92,1,0
Action,51.0,6.07,77.39,172,8,5.79,0,1
Fantasy,42.06,2.12,64.92,83,8,12.21,0,0
Romance,19.74,9.97,45.45,177,5,6.97,0,1
Action,37.99,6.44,34.44,142,8,13.1,0,0
Action,61.36,5.21,81.32,149,9,6.09,0,1
Horror,43.23,4.04,73.27,177,4,2.94,0,0
Thriller,54.2,10.0,65.95,85,4,17.36,1,1
Romance,44.9,7.0,31.29,105,4,20.33,1,1
Romance,101.9,8.74,56.3,162,9,14.34,0,1
Thriller,89.88,5.0,30.69,151,8,17.35,0,0
Sci-Fi,53.49,5.25,51.7,175,5,4.57,0,0
Comedy,25.42,3.65,57.79,165,1,13.58,0,0
Drama,33.19,8.46,84.2,89,5,8.96,0,1
Drama,11.26,9.72,46.95,154,9,15.29,0,1
Fantasy,26.08,2.1,35.12,112,6,5.9,0,0
Action,70.04,5.08,53.56,134,12,14.98,0,1
Horror,32.19,9.58,49.12,82,10,13.8,0,1
Action,44.75,4.71,90.37,173,8,7.94,0,1
Thriller,85.44,4.85,89.91,140,12,11.53,1,1
Action,66.59,6.69,77.93,175,12,7.57,1,1
Fantasy,52.06,8.86,61.65,179,7,5.28,1,1
Drama,46.57,7.02,17.32,103,12,13.91,1,0
Sci-Fi,44.06,6.28,34.39,105,7,14.82,0,0
Comedy,77.93,10.0,51.84,147,2,14.55,1,1
Action,58.94,5.43,63.5,82,9,9.22,1,1
Thriller,42.3,3.88,66.03,141,2,13.27,0,0
Sci-Fi,11.79,6.07,74.36,111,5,7.4,1,0
Fantasy,64.48,5.34,76.55,96,10,10.24,1,1
Romance,60.27,5.2,2.33,82,4,13.73,1,0
Sci-Fi,2.53,6.3,47.9,177,3,7.43,1,0
Drama,45.36,7.19,55.16,116,6,18.72,1,1
Action,60.05,4.84,57.0,112,6,5.58,0,0
Drama,42.16,4.72,41.75,100,8,11.49,0,0
Comedy,104.42,1.24,38.09,174,6,1.82,1,0
Sci-Fi,95.81,4.66,7.57,157,4,6.47,0,0
Sci-Fi,12.14,8.1,60.86,108,8,9.7,1,1
Action,42.55,5.9,30.59,102,7,3.27,1,0
Sci-Fi,79.06,5.67,21.08,162,11,10.94,0,0
Sci-Fi,47.5,6.54,45.68,120,5,16.2,0,1
Sci-Fi,72.11,5.23,63.82,122,10,6.25,1,1
Horror,30.56,10.0,36.62,170,4,1.87,0,0
Romance,2.9,4.51,32.32,133,8,11.21,0,0
Drama,70.8,7.72,74.26,123,7,13.87,1,1
Sci-Fi,40.03,8.5,62.06,87,6,11.75,1,1
Fantasy,127.35,5.39,22.67,133,10,11.14,0,0
Sci-Fi,78.21,8.08,36.12,121,11,2.57,0,0
Fantasy,18.2,4.42,75.03,163,8,8.06,0,0
Fantasy,70.2,4.61,48.12,122,3,8.97,0,0
Fantasy,47.88,7.24,62.4,144,7,0.0,0,0
Sci-Fi,65.77,5.4,39.66,134,7,10.33,1,0
Action,28.3,8.94,48.59,131,6,17.59,0,1
Drama,59.36,8.53,69.17,149,10,4.23,1,1
Fantasy,81.78,4.57,46.9,110,7,1.73,1,0
Comedy,74.67,4.49,29.61,117,4,8.44,0,0
Romance,82.83,3.1,36.11,158,9,5.46,1,0
Action,143.47,8.7,69.6,138,2,16.05,0,1
Fantasy,36.0,5.82,59.87,105,1,7.47,0,0
Romance,104.16,8.21,38.87,167,1,9.68,1,1
Drama,58.87,8.9,100.0,142,11,15.33,1,1
Thriller,38.39,7.62,62.5,101,6,9.76,1,1
Thriller,49.78,2.06,56.58,118,8,10.45,1,0
Action,77.08,8.74,29.27,171,4,9.11,1,1
Fantasy,38.95,6.17,29.85,98,5,7.24,1,0
Romance,1.0,4.76,41.37,100,3,2.4,0,0
Action,75.19,5.46,62.6,128,1,8.56,1,1
Fantasy,56.82,3.86,68.83,152,6,10.89,0,0
Romance,34.43,5.45,29.29,152,8,10.9,1,0
Comedy,12.17,2.9,1.46,164,1,10.69,0,0
Romance,62.2,6.78,61.46,107,8,14.76,0,1
Horror,88.73,7.23,52.31,150,11,14.5,0,1
Action,23.1,9.27,23.06,140,1,12.13,0,0
Comedy,58.46,3.2,93.64,172,3,8.98,0,1
Comedy,116.4,2.54,51.79,86,12,10.46,0,0
Comedy,78.46,2.89,73.02,142,6,1.17,0,0
Comedy,50.14,5.13,61.02,125,5,4.55,0,0
Thriller,47.12,4.67,0.0,94,7,18.54,0,0
Action,35.97,4.39,40.4,153,1,14.25,1,0
Action,52.48,8.22,56.18,128,8,21.12,0,1
Romance,37.86,6.67,47.62,180,3,11.45,1,1
Horror,42.28,5.4,45.32,176,3,16.05,1,0
Romance,46.84,7.14,60.74,119,9,2.15,1,0
Horror,2.19,3.22,35.02,165,2,1.63,1,0
Drama,46.17,4.47,70.73,85,11,17.88,0,1
Fantasy,131.99,4.03,51.57,115,8,12.23,1,1
Comedy,9.49,5.76,50.82,159,4,16.29,1,0
Action,97.28,8.45,32.59,93,5,10.92,0,1
Drama,82.93,6.55,40.97,113,1,8.85,0,0
Thriller,70.92,7.08,60.5,141,6,17.62,1,1
Romance,35.73,7.07,17.89,86,11,3.25,1,0
Drama,79.47,4.43,18.15,140,3,8.85,0,0
Comedy,107.16,3.21,35.39,144,3,8.74,1,0
Action,84.86,8.2,35.13,103,10,10.59,1,1
Fantasy,60.06,5.47,45.34,144,12,9.17,1,0
Comedy,53.25,8.54,73.39,138,9,12.2,1,1
Comedy,33.55,7.26,16.06,149,1,12.67,1,0
Fantasy,55.98,5.97,72.15,155,9,17.2,1,1
Romance,69.22,10.0,59.57,97,12,5.16,0,1
Horror,54.21,5.63,50.61,148,5,3.7,1,0
Romance,50.69,2.76,31.88,146,6,8.24,1,0
Thriller,51.1,5.04,78.05,126,8,7.58,1,1
Comedy,108.09,5.5,32.24,106,12,5.04,0,0
Horror,58.38,4.23,43.57,154,11,9.3,1,0
Comedy,59.5,6.37,14.08,142,3,10.11,0,0
Fantasy,1.0,4.22,6.23,170,11,7.05,1,0
Fantasy,82.09,10.0,95.9,142,12,3.45,0,1
Comedy,70.72,5.8,91.97,160,6,22.12,1,1
Comedy,69.3,4.94,62.3,176,12,12.94,1,1
Action,71.33,7.74,27.33,171,11,7.23,0,0
Fantasy,24.63,6.6,38.09,148,12,12.8,1,0
Romance,44.39,3.51,68.65,141,2,12.13,1,0
Horror,105.96,7.09,43.79,101,3,5.57,1,1
Drama,11.07,3.15,62.21,110,3,9.3,1,0
Comedy,12.89,6.25,43.86,114,9,10.43,0,0
Romance,9.02,3.31,50.73,99,7,19.38,0,0
Horror,47.56,7.89,67.38,86,8,16.59,0,1
Fantasy,100.94,7.74,77.58,118,10,9.68,1,1
Action,61.43,6.41,30.35,117,6,11.26,1,0
Horror,85.71,5.29,39.81,155,2,19.71,1,1
Action,1.0,5.59,46.36,102,5,0.08,0,0
Action,27.84,3.27,57.75,91,11,19.0,0,0
Comedy,32.63,7.03,56.56,104,1,6.34,1,0
Horror,101.13,6.55,69.61,125,10,18.77,1,1
Sci-Fi,57.39,3.68,52.44,177,6,3.6,1,0
Comedy,51.61,7.18,59.19,96,8,18.26,1,1
Sci-Fi,58.96,8.49,52.21,176,9,13.41,1,1
Thriller,45.97,5.52,61.0,174,7,16.53,0,1
Comedy,112.78,4.28,38.97,175,10,9.25,0,0
Comedy,111.58,5.15,51.77,155,12,9.5,0,1
Thriller,86.72,4.85,80.97,129,12,7.75,0,1
Fantasy,83.33,5.9,47.92,92,6,6.6,0,0
Action,37.79,5.29,47.47,171,10,3.53,0,0
Action,67.17,5.15,11.63,109,10,9.13,0,0
Comedy,1.0,5.72,74.46,155,9,11.93,1,1
Horror,40.22,6.93,52.69,153,9,10.38,0,1
Fantasy,6.52,5.8,49.2,132,10,7.15,1,0
Drama,68.13,4.64,94.87,115,6,11.92,1,1
Thriller,50.08,6.15,2.81,127,11,15.35,1,0
Drama,76.14,6.07,0.0,179,4,13.47,1,0
Fantasy,72.77,7.87,68.95,96,10,4.6,1,1
Romance,86.87,4.83,59.9,152,8,11.12,0,1
Romance,30.15,5.77,35.09,147,1,6.24,1,0
Comedy,1.0,8.24,59.9,124,5,13.38,0,1
Drama,111.39,6.3,38.84,172,3,8.82,0,1
Horror,36.82,3.18,0.0,122,6,13.38,1,0
Fantasy,51.77,9.54,50.19,112,9,19.97,0,1
Drama,85.29,5.84,95.8,137,12,17.3,1,1
Romance,44.35,7.12,42.28,80,2,1.06,1,0
Romance,18.83,7.06,31.25,109,7,11.58,0,0
Thriller,116.64,7.59,55.38,99,1,12.0,1,1
Sci-Fi,36.68,7.51,62.96,151,9,10.03,1,1
Horror,108.6,8.29,45.86,119,3,9.96,0,1
Fantasy,64.28,4.23,38.14,146,5,15.4,0,0
Horror,83.48,7.23,26.3,163,8,6.47,0,0
Thriller,82.9,3.94,37.46,116,9,9.22,0,0
Action,40.98,3.86,47.69,93,5,8.8,0,0
Sci-Fi,71.37,4.59,67.24,142,10,24.04,0,1
Sci-Fi,112.6,5.1,62.65,176,6,6.66,0,1
Fantasy,93.02,6.37,39.24,123,1,8.32,1,1
Sci-Fi,88.12,4.34,42.82,108,6,7.4,0,0
Action,74.1,6.98,59.56,156,5,9.2,1,1
Romance,50.47,5.28,43.18,86,4,16.75,0,0
Fantasy,27.83,6.77,69.6,180,4,17.19,0,1
Drama,101.35,1.5,14.51,83,3,6.55,1,0
Horror,36.46,3.66,60.79,96,12,8.18,1,0
Horror,38.9,6.48,44.17,108,10,14.05,1,0
Fantasy,54.07,5.93,71.48,122,12,9.04,1,1
Fantasy,9.61,10.0,67.97,122,3,14.28,1,1
Horror,42.38,10.0,58.54,113,3,3.78,0,1
Drama,30.91,1.97,12.88,137,7,11.04,1,0
Thriller,10.46,3.6,19.99,94,2,0.81,1,0
Fantasy,15.88,3.99,28.55,84,6,6.15,0,0
Fantasy,52.5,3.21,43.71,150,8,12.65,1,0
Thriller,84.0,5.26,36.53,125,10,16.17,0,0
Fantasy,50.54,7.9,22.83,119,6,12.05,1,0
Thriller,20.44,6.95,41.19,143,8,2.11,0,0
Drama,33.49,7.31,48.59,148,8,12.76,1,1
Action,63.52,3.65,37.1,127,2,14.58,0,0
Fantasy,87.66,4.78,37.12,114,12,7.8,1,0
Drama,82.03,5.48,55.07,108,7,10.38,0,1
Fantasy,60.48,5.48,67.13,147,3,4.16,1,1
Action,98.74,2.94,38.28,147,10,19.74,1,0
Comedy,37.39,2.82,24.46,168,2,7.5,0,0
Comedy,18.01,5.04,52.17,133,11,10.89,0,0
Drama,44.7,5.06,65.86,95,12,4.53,0,0
Comedy,91.12,5.38,58.07,171,11,14.52,0,1
Sci-Fi,74.28,5.34,27.82,109,8,13.49,1,0
Thriller,86.01,4.94,14.21,126,4,10.46,1,0
Drama,50.64,6.78,86.72,141,11,6.19,0,1
Thriller,57.7,3.79,38.52,87,3,16.12,0,0
Sci-Fi,47.02,7.91,49.86,128,12,16.5,0,1
Drama,27.6,4.87,78.08,83,9,3.89,0,0
Action,54.53,5.65,97.54,123,2,13.84,0,1
Drama,46.82,5.25,46.46,134,12,7.24,0,0
Horror,39.03,5.59,36.99,86,8,6.68,1,0
Thriller,71.71,6.11,36.69,106,11,4.04,0,0
Fantasy,57.4,7.6,0.0,102,12,15.19,1,0
Fantasy,94.1,5.68,74.72,173,8,5.85,1,1
Drama,27.57,5.8,38.73,102,12,13.83,0,0
Drama,41.36,7.15,33.46,112,12,12.07,0,0
Drama,1.0,4.15,60.67,176,4,5.18,1,0
Horror,23.81,4.14,62.06,169,8,14.75,0,0
Drama,72.43,6.92,100.0,118,11,8.07,1,1
Thriller,77.96,7.76,0.0,92,8,4.54,0,0
Sci-Fi,74.35,7.05,69.85,159,5,16.8,1,1
Drama,92.5,6.03,12.05,180,2,1.12,0,0
Fantasy,69.9,4.51,38.26,179,1,4.58,1,0
Action,55.54,8.4,36.72,88,8,7.0,0,0
Comedy,73.73,4.37,86.13,111,1,11.42,1,1
Romance,30.96,6.74,45.56,175,4,5.13,0,0
Romance,4.49,3.9,50.25,107,6,12.31,0,0
Drama,42.01,9.81,61.4,116,9,15.91,0,1
Horror,45.58,4.36,48.87,169,9,8.77,0,0
Comedy,57.18,6.28,78.91,133,12,10.79,1,1
Drama,29.91,2.5,26.42,137,1,14.06,1,0
Romance,35.82,10.0,40.46,83,4,18.05,0,1
Drama,77.53,8.5,44.46,176,10,8.02,1,1
Horror,17.35,7.45,66.98,111,4,10.51,1,1
Thriller,51.02,4.5,30.74,123,12,5.06,0,0
Thriller,35.39,7.62,56.96,157,3,9.86,1,1
Fantasy,3.34,4.06,64.19,93,11,9.55,0,0
Comedy,41.8,7.66,23.4,154,2,7.23,0,0
Sci-Fi,27.13,2.62,16.56,120,4,8.79,0,0
Romance,41.46,4.77,1.57,144,3,4.96,1,0
Sci-Fi,56.47,3.46,36.06,118,9,14.41,1,0
Comedy,1.0,6.15,74.26,133,8,11.91,1,1
Action,85.02,2.23,31.9,89,4,13.91,0,0
Sci-Fi,144.25,7.42,70.75,171,7,6.37,1,1
Sci-Fi,25.76,7.24,24.14,165,5,9.4,1,0
Action,36.4,5.6,7.5,129,3,14.12,1,0
Comedy,29.44,6.65,43.26,116,11,15.09,1,0
Sci-Fi,21.58,7.57,38.02,153,2,5.45,0,0
Action,113.83,4.75,100.0,142,11,11.12,1,1
Thriller,44.72,5.39,90.21,89,5,7.59,0,1
Comedy,74.91,5.42,74.18,143,9,13.05,0,1
Drama,89.36,4.68,26.55,110,7,10.95,0,0
Comedy,85.43,6.25,56.85,163,2,9.4,0,1
Action,87.69,8.35,60.55,98,5,1.83,0,1
Romance,14.57,6.12,100.0,151,7,2.25,0,1
Action,81.44,5.43,65.88,179,2,10.2,1,1
Action,42.46,8.54,34.69,124,10,7.1,0,0
Comedy,103.36,7.0,56.57,112,8,9.89,1,1
Romance,27.57,4.79,25.9,172,7,9.71,1,0
Fantasy,18.2,8.01,82.41,131,11,22.35,1,1
Horror,52.45,4.51,23.1,175,4,17.88,1,0
Comedy,71.71,5.01,51.88,87,2,2.14,0,0
Action,1.0,3.46,54.41,118,11,3.16,0,0
Horror,40.11,8.83,30.89,177,5,7.21,0,0
Fantasy,19.37,7.3,43.42,158,1,9.5,1,0
Sci-Fi,79.97,8.06,24.8,89,9,5.75,1,0
Action,35.29,6.4,37.72,143,8,16.59,0,0
Comedy,86.04,1.76,25.45,138,7,6.72,1,0
Horror,30.76,8.46,33.41,93,7,6.06,0,0
Sci-Fi,61.37,7.41,6.09,86,9,0.66,0,0
Drama,10.82,5.16,72.0,94,10,11.48,0,0
Romance,48.97,6.25,7.88,163,1,10.62,0,0
Horror,19.38,5.7,32.28,152,8,12.49,1,0
Sci-Fi,98.09,6.56,31.54,151,3,7.16,1,0
Horror,84.45,6.77,54.9,83,6,10.37,1,1
Romance,58.73,7.49,32.49,139,8,12.65,0,0
Drama,82.95,9.55,65.53,167,10,6.26,1,1
Horror,37.24,4.9,21.7,150,9,11.58,1,0
Horror,70.58,7.2,76.43,85,4,8.16,0,1
Comedy,49.85,3.3,72.69,89,12,14.26,1,0
Comedy,67.7,4.15,45.09,91,4,17.2,1,0
Sci-Fi,55.93,2.99,77.27,115,8,6.83,1,0
Fantasy,50.56,7.29,40.37,146,7,10.05,1,1
Horror,1.0,4.32,21.21,139,3,15.41,1,0
Action,32.88,6.38,41.22,136,8,9.13,0,0
Horror,106.69,7.41,46.15,152,4,7.15,0,1
Fantasy,48.8,6.34,57.21,169,2,2.16,1,0
Thriller,30.86,4.95,63.47,94,11,0.0,0,0
Fantasy,53.75,2.95,71.38,143,11,12.81,1,0
Fantasy,6.61,4.1,30.8,130,3,13.83,1,0
Comedy,38.13,7.23,90.24,133,8,3.97,0,1
Romance,57.95,8.06,70.6,96,10,8.92,0,1
Sci-Fi,67.17,4.79,55.19,88,8,16.65,0,0
Comedy,62.76,8.39,57.03,150,3,6.89,0,1
Thriller,97.77,10.0,43.47,113,4,14.53,0,1
Romance,32.17,9.06,25.28,98,4,13.65,0,0
Comedy,7.29,5.36,92.19,167,10,9.55,0,1
Fantasy,41.58,7.24,51.53,130,6,12.0,0,1
Sci-Fi,35.41,5.49,51.59,111,2,16.21,1,0
Fantasy,57.92,8.17,63.03,95,10,12.84,0,1
Fantasy,43.68,3.92,38.99,143,4,1.99,1,0
Romance,56.63,8.4,31.73,92,11,12.36,0,1
Action,55.41,1.5,24.93,157,1,4.19,1,0
Drama,78.87,8.2,59.87,162,6,3.55,1,1
Thriller,51.89,4.46,58.09,135,10,10.16,0,0
Horror,58.44,4.5,32.75,149,7,13.05,0,0
Drama,105.73,5.0,23.51,173,4,13.92,0,0
Romance,3.16,2.26,63.55,180,7,13.04,0,0
Sci-Fi,57.76,6.65,50.47,164,3,14.83,0,1
Fantasy,48.8,4.04,56.19,88,7,14.13,1,0
Thriller,53.7,5.98,37.42,171,8,10.94,1,0
Sci-Fi,69.66,7.2,67.54,145,2,7.37,1,1
Romance,27.24,4.8,4.23,126,11,4.85,1,0
Thriller,35.13,4.19,36.27,165,12,7.15,0,0
Fantasy,74.27,5.4,30.71,139,11,0.0,1,0
Thriller,47.57,3.99,79.95,162,5,4.95,0,0
Thriller,23.45,4.93,61.67,126,8,9.27,1,0
Fantasy,75.84,4.19,49.86,168,1,19.11,1,1
Thriller,71.22,6.94,74.32,110,4,21.3,1,1
Comedy,56.93,7.41,68.12,142,7,20.35,0,1
Fantasy,64.46,5.83,49.24,136,10,19.59,1,1
Thriller,69.04,5.41,11.15,176,2,5.1,1,0
Horror,49.33,5.58,56.18,174,5,5.64,1,0
Action,61.31,5.99,0.0,100,10,5.64,0,0
Action,16.26,8.82,26.73,176,11,9.51,0,0
Horror,45.8,1.81,4.26,164,11,6.2,1,0
Thriller,80.94,1.32,78.64,96,10,14.68,0,0
Horror,117.93,4.79,33.94,80,11,4.96,1,0
Horror,55.7,4.68,52.89,80,2,10.21,1,0
Sci-Fi,24.88,4.46,52.21,80,7,12.1,0,0
Comedy,41.36,8.86,52.41,150,4,2.26,1,1
Action,8.45,7.61,94.26,122,4,0.0,1,1
Sci-Fi,72.13,8.5,28.76,108,10,11.65,1,1
Fantasy,53.38,4.73,66.02,89,3,11.2,0,0
Thriller,23.33,2.78,35.64,167,4,10.61,0,0
Fantasy,46.27,7.59,16.25,107,8,16.56,1,0
Comedy,73.17,6.35,93.81,138,3,0.0,1,1
Sci-Fi,53.52,5.36,24.78,102,8,1.85,0,0
Drama,31.35,6.27,43.69,139,6,9.91,1,0
Drama,82.69,7.92,16.73,97,3,6.66,0,0
Thriller,62.31,8.59,51.54,93,4,14.13,1,1
Romance,29.05,5.64,68.5,177,5,18.01,1,1
Horror,52.77,7.3,39.96,92,9,5.81,1,0
Comedy,1.0,9.86,32.25,171,6,9.79,1,1
Romance,59.81,6.2,25.41,132,7,7.77,0,0
Thriller,135.86,4.43,35.21,170,6,6.13,0,0
Fantasy,84.74,5.07,69.32,147,12,10.32,0,1
Sci-Fi,46.86,5.13,55.76,129,7,15.49,0,0
Horror,59.36,5.23,63.68,158,8,0.0,1,0
Thriller,68.22,8.61,0.0,146,12,15.72,1,0
Action,70.16,6.39,99.31,81,7,0.89,1,1
Drama,48.37,5.56,47.44,82,1,13.69,0,0
Sci-Fi,1.0,4.59,62.04,121,3,11.68,0,0
Action,41.35,4.02,37.2,178,11,2.69,1,0
Sci-Fi,33.89,5.33,16.36,104,8,9.81,0,0
Comedy,48.81,8.71,45.94,162,4,8.24,0,1
Horror,29.3,8.47,8.81,97,10,3.35,0,0
Horror,69.99,3.56,63.21,125,10,10.02,1,0
Romance,112.62,4.31,26.21,127,7,8.52,1,0
Thriller,81.04,8.64,26.47,95,10,1.28,0,0
Sci-Fi,49.7,3.31,49.36,117,1,3.12,0,0
Horror,97.2,3.95,34.73,150,2,4.82,0,0
Action,80.06,5.98,38.31,139,4,7.81,1,0
Fantasy,73.63,5.12,52.36,126,5,8.92,0,0
Comedy,34.56,9.27,50.81,143,3,2.43,1,1
Comedy,47.38,4.84,60.38,126,3,7.31,1,0
Comedy,69.27,4.92,61.7,88,12,7.13,0,0
Fantasy,116.42,6.47,75.53,142,7,14.16,0,1
Horror,94.85,7.45,53.92,128,11,10.21,1,1
Fantasy,69.49,5.88,58.57,122,12,11.81,1,1
Sci-Fi,56.55,6.9,41.14,106,11,4.91,0,0
Fantasy,74.61,7.65,63.81,105,1,1.01,1,1
Action,67.76,4.51,38.35,137,8,7.46,0,0
Romance,97.7,7.2,45.96,95,12,11.39,0,1
Thriller,18.9,3.77,74.93,93,11,13.82,1,0
Sci-Fi,52.76,5.84,78.95,176,6,10.87,1,1
Sci-Fi,74.51,4.45,100.0,107,12,10.1,1,1
Action,94.51,5.33,52.12,80,6,10.55,1,1
Romance,110.35,9.25,24.78,108,3,20.81,1,1
Horror,8.05,8.03,81.4,93,5,22.02,1,1
Thriller,30.26,8.23,12.44,85,3,2.38,0,0
Romance,49.73,3.21,71.48,166,4,17.69,0,1
Fantasy,14.64,8.39,45.97,114,7,11.35,0,0
Romance,101.81,5.47,79.19,113,1,17.06,1,1
Drama,55.56,8.66,53.47,157,10,16.75,1,1
Drama,87.05,5.64,57.36,120,2,10.9,0,1
Action,46.54,4.25,52.95,99,11,10.57,0,0
Thriller,64.1,8.47,71.29,132,10,7.26,1,1
